timestamp,end_timestamp,activity_type,activity_summary,member,location,tag
2026-03-31 10:33:00,2026-03-31 11:56:00,sampling,Surface microbial sampling,B,internal,
2026-03-31 12:14:00,2026-03-31 13:29:00,exercise,Cycle ergometer session,"A,D",internal,
2026-03-31 13:48:00,2026-03-31 14:18:00,comm,Morning DPC,C,internal,
2026-04-01 08:15:00,2026-04-01 08:45:00,comm,Morning DPC,"A,C,D",internal,
2026-04-01 08:50:00,2026-04-01 09:42:00,logistics,Cargo stowage,"C,D",internal,
2026-04-01 09:50:00,2026-04-01 10:38:00,logistics,Cargo stowage,"C,D",internal,
2026-04-01 10:57:00,2026-04-01 11:57:00,logistics,Inventory audit,"A,B,D",internal,
2026-04-01 12:07:00,2026-04-01 13:22:00,exercise,Resistance exercise device session,"A,C",internal,
2026-04-01 13:31:00,2026-04-01 14:01:00,comm,Morning DPC,A,internal,
2026-04-01 14:10:00,2026-04-01 15:16:00,logistics,Inventory audit,"A,B,D",internal,
2026-04-02 08:15:00,2026-04-02 09:39:00,research,Crew health survey,"A,B,D",internal,
2026-04-02 09:58:00,2026-04-02 10:34:00,research,Fluid physics experiment,"B,C,D",internal,
2026-04-02 10:45:00,2026-04-02 11:15:00,comm,Morning DPC,C,internal,
2026-04-02 11:27:00,2026-04-02 12:42:00,exercise,Treadmill session,"B,D",internal,
2026-04-02 12:53:00,2026-04-02 14:08:00,exercise,Treadmill session,"B,C,D",internal,
2026-04-02 14:22:00,2026-04-02 14:52:00,comm,Ground science conference,A,internal,
2026-04-02 15:10:00,2026-04-02 15:55:00,research,Fluid physics experiment,"B,C",internal,
2026-04-03 08:15:00,2026-04-03 08:45:00,comm,Morning DPC,"A,C",internal,
2026-04-03 08:56:00,2026-04-03 10:23:00,logistics,Trash consolidation,"A,B,C",internal,
2026-04-03 10:28:00,2026-04-03 11:56:00,sampling,Water quality sampling,"B,C,D",internal,
2026-04-03 12:02:00,2026-04-03 13:17:00,exercise,Resistance exercise device session,"B,C",internal,
2026-04-03 13:33:00,2026-04-03 14:57:00,logistics,Cargo stowage,D,internal,
2026-04-03 15:11:00,2026-04-03 16:06:00,sampling,Water quality sampling,"A,C,D",internal,
2026-04-03 16:22:00,2026-04-03 17:40:00,logistics,Trash consolidation,"A,B",internal,
2026-04-03 17:49:00,2026-04-03 18:19:00,comm,Family conference,"A,D",internal,
2026-04-04 08:15:00,2026-04-04 08:47:00,research,Crew health survey,C,internal,
2026-04-04 09:02:00,2026-04-04 10:17:00,exercise,Resistance exercise device session,"B,D",internal,
2026-04-04 10:27:00,2026-04-04 11:42:00,exercise,Resistance exercise device session,"A,B,C",internal,
2026-04-04 11:49:00,2026-04-04 12:44:00,repair,Water recovery system repair,"B,D",internal,
2026-04-04 13:00:00,2026-04-04 13:30:00,comm,Evening DPC,"A,B,D",internal,
2026-04-04 13:35:00,2026-04-04 14:05:00,comm,Evening DPC,"A,C,D",internal,
2026-04-04 14:12:00,2026-04-04 14:52:00,personal,Meal prep,A,internal,
2026-04-05 08:15:00,2026-04-05 09:26:00,logistics,Cargo stowage,B,internal,
2026-04-05 09:44:00,2026-04-05 10:59:00,exercise,Resistance exercise device session,"A,B,C",internal,
2026-04-05 11:08:00,2026-04-05 11:38:00,comm,Ground science conference,B,internal,
2026-04-05 11:47:00,2026-04-05 12:17:00,comm,Ground science conference,"A,C,D",internal,
2026-04-05 12:27:00,2026-04-05 13:57:00,logistics,Supply transfer,D,internal,
2026-04-06 08:15:00,2026-04-06 08:59:00,research,Plant growth experiment,"A,B",internal,
2026-04-06 09:16:00,2026-04-06 10:31:00,exercise,Cycle ergometer session,"A,C,D",internal,
2026-04-06 10:42:00,2026-04-06 11:42:00,personal,Personal time,A,internal,
2026-04-06 11:48:00,2026-04-06 12:48:00,personal,Rest period,A,internal,
2026-04-06 12:57:00,2026-04-06 13:27:00,comm,Family conference,"A,C",internal,
2026-04-06 13:45:00,2026-04-06 14:29:00,personal,Earth observation,D,internal,
2026-04-06 14:49:00,2026-04-06 15:19:00,comm,Family conference,"B,D",internal,
2026-04-06 15:27:00,2026-04-06 16:46:00,research,Radiation monitoring check,C,internal,
2026-04-07 08:15:00,2026-04-07 08:45:00,comm,Evening DPC,"A,C",internal,
2026-04-07 09:00:00,2026-04-07 09:57:00,repair,Cable rerouting,"C,D",internal,
2026-04-07 10:10:00,2026-04-07 10:40:00,comm,Family conference,"B,D",internal,
2026-04-07 10:53:00,2026-04-07 11:34:00,personal,Earth observation,D,internal,
2026-04-07 11:50:00,2026-04-07 13:05:00,exercise,Resistance exercise device session,"B,C,D",internal,
2026-04-07 13:19:00,2026-04-07 13:57:00,repair,Air filter replacement,D,internal,
2026-04-08 08:15:00,2026-04-08 08:50:00,personal,Meal prep,C,internal,
2026-04-08 08:57:00,2026-04-08 09:27:00,comm,Family conference,A,internal,
2026-04-08 09:43:00,2026-04-08 10:13:00,comm,Evening DPC,"A,C,D",internal,
2026-04-08 10:30:00,2026-04-08 11:45:00,exercise,Resistance exercise device session,"A,D",internal,
2026-04-08 12:05:00,2026-04-08 13:34:00,research,Radiation monitoring check,A,internal,
2026-04-08 13:48:00,2026-04-08 15:03:00,exercise,Treadmill session,"A,B,C",internal,
2026-04-08 15:15:00,2026-04-08 16:00:00,personal,Personal time,B,internal,
2026-04-08 16:05:00,2026-04-08 16:52:00,repair,Water recovery system repair,"B,D",internal,
2026-04-09 08:15:00,2026-04-09 09:30:00,exercise,Resistance exercise device session,"B,C,D",internal,
2026-04-09 09:42:00,2026-04-09 10:12:00,comm,Morning DPC,"B,D",internal,
2026-04-09 10:17:00,2026-04-09 11:32:00,exercise,Resistance exercise device session,"A,B,C",internal,
2026-04-09 11:39:00,2026-04-09 12:25:00,personal,Rest period,D,internal,
2026-04-09 12:38:00,2026-04-09 16:50:00,EVA,External camera maintenance,C,external,
2026-04-09 17:10:00,2026-04-09 18:23:00,repair,Cable rerouting,"A,B,D",internal,
2026-04-09 18:42:00,2026-04-09 19:12:00,comm,Evening DPC,"B,C",internal,
2026-04-10 08:15:00,2026-04-10 08:49:00,personal,Earth observation,D,internal,
2026-04-10 08:59:00,2026-04-10 09:51:00,sampling,Air quality sampling,"A,C,D",internal,
2026-04-10 10:02:00,2026-04-10 11:19:00,repair,Cable rerouting,B,internal,
2026-04-10 11:30:00,2026-04-10 12:13:00,personal,Meal prep,B,internal,
2026-04-10 12:25:00,2026-04-10 13:40:00,exercise,Cycle ergometer session,A,internal,
2026-04-10 13:56:00,2026-04-10 14:26:00,comm,Morning DPC,"A,C",internal,
2026-04-10 14:33:00,2026-04-10 15:03:00,comm,Ground science conference,"B,C",internal,
2026-04-11 08:15:00,2026-04-11 08:45:00,comm,Morning DPC,"B,D",internal,
2026-04-11 09:01:00,2026-04-11 10:15:00,research,Fluid physics experiment,"A,D",internal,
2026-04-11 10:34:00,2026-04-11 11:04:00,comm,Ground science conference,"A,B,C",internal,
2026-04-11 11:21:00,2026-04-11 12:02:00,personal,Earth observation,B,internal,
2026-04-11 12:15:00,2026-04-11 13:15:00,logistics,Supply transfer,"B,D",internal,
2026-04-11 13:30:00,2026-04-11 14:13:00,research,Crew health survey,"B,C",internal,
2026-04-11 14:31:00,2026-04-11 15:46:00,exercise,Resistance exercise device session,B,internal,
2026-04-12 08:15:00,2026-04-12 09:11:00,personal,Earth observation,B,internal,
2026-04-12 09:31:00,2026-04-12 10:01:00,comm,Morning DPC,"C,D",internal,
2026-04-12 10:21:00,2026-04-12 11:36:00,exercise,Cycle ergometer session,B,internal,
2026-04-12 11:53:00,2026-04-12 12:36:00,research,Crew health survey,"A,B",internal,
2026-04-12 12:49:00,2026-04-12 13:35:00,logistics,Cargo stowage,"B,C",internal,
2026-04-12 13:51:00,2026-04-12 14:47:00,logistics,Trash consolidation,"B,C",internal,
2026-04-12 14:55:00,2026-04-12 15:25:00,comm,Family conference,"C,D",internal,
2026-04-13 08:15:00,2026-04-13 08:45:00,comm,Family conference,"C,D",internal,
2026-04-13 08:55:00,2026-04-13 10:10:00,exercise,Treadmill session,B,internal,
2026-04-13 10:17:00,2026-04-13 11:01:00,personal,Earth observation,C,internal,
2026-04-13 11:16:00,2026-04-13 12:31:00,logistics,Inventory audit,"B,C,D",internal,
2026-04-13 12:44:00,2026-04-13 13:14:00,comm,Morning DPC,"A,B",internal,
2026-04-14 08:15:00,2026-04-14 08:45:00,comm,Evening DPC,C,internal,
2026-04-14 08:52:00,2026-04-14 09:27:00,logistics,Inventory audit,"A,B",internal,
2026-04-14 09:44:00,2026-04-14 10:42:00,repair,Exercise device maintenance,B,internal,
2026-04-14 10:51:00,2026-04-14 11:23:00,research,Radiation monitoring check,"B,D",internal,
2026-04-14 11:39:00,2026-04-14 12:09:00,comm,Family conference,"A,C,D",internal,
2026-04-14 12:22:00,2026-04-14 13:32:00,research,Radiation monitoring check,"B,C,D",internal,
2026-04-14 13:50:00,2026-04-14 15:05:00,exercise,Treadmill session,D,internal,
2026-04-14 15:17:00,2026-04-14 16:32:00,exercise,Treadmill session,"A,C",internal,
2026-04-15 08:15:00,2026-04-15 08:45:00,comm,Ground science conference,"A,B",internal,
2026-04-15 09:03:00,2026-04-15 09:45:00,sampling,Water quality sampling,"A,B,D",internal,
2026-04-15 10:03:00,2026-04-15 11:18:00,exercise,Cycle ergometer session,"B,D",internal,
2026-04-15 11:35:00,2026-04-15 12:32:00,logistics,Supply transfer,"B,C,D",internal,
2026-04-15 12:44:00,2026-04-15 13:14:00,comm,Evening DPC,B,internal,
2026-04-15 13:25:00,2026-04-15 14:40:00,exercise,Resistance exercise device session,D,internal,
2026-04-15 14:54:00,2026-04-15 15:52:00,sampling,Surface microbial sampling,"A,B,D",internal,
2026-04-16 08:15:00,2026-04-16 09:30:00,exercise,Cycle ergometer session,A,internal,
2026-04-16 09:35:00,2026-04-16 10:05:00,comm,Family conference,"B,D",internal,
2026-04-16 10:10:00,2026-04-16 10:59:00,research,Plant growth experiment,"C,D",internal,
2026-04-16 11:19:00,2026-04-16 12:34:00,exercise,Cycle ergometer session,B,internal,
2026-04-16 12:49:00,2026-04-16 13:36:00,repair,Air filter replacement,D,internal,
2026-04-16 13:53:00,2026-04-16 14:23:00,comm,Morning DPC,"A,D",internal,
2026-04-17 08:15:00,2026-04-17 09:30:00,exercise,Resistance exercise device session,A,internal,
2026-04-17 09:45:00,2026-04-17 10:15:00,comm,Ground science conference,"C,D",internal,
2026-04-17 10:23:00,2026-04-17 11:05:00,research,Plant growth experiment,B,internal,
2026-04-17 11:21:00,2026-04-17 12:06:00,logistics,Inventory audit,"A,D",internal,
2026-04-17 12:24:00,2026-04-17 13:31:00,logistics,Cargo stowage,"A,B",internal,
2026-04-17 13:39:00,2026-04-17 14:46:00,repair,Air filter replacement,"A,B,D",internal,
2026-04-17 15:06:00,2026-04-17 15:46:00,research,Plant growth experiment,C,internal,
2026-04-17 16:06:00,2026-04-17 16:36:00,comm,Morning DPC,"B,C",internal,
2026-04-18 08:15:00,2026-04-18 08:45:00,comm,Ground science conference,"A,C,D",internal,
2026-04-18 08:59:00,2026-04-18 09:49:00,logistics,Trash consolidation,"A,B",internal,
2026-04-18 10:08:00,2026-04-18 11:06:00,repair,Exercise device maintenance,"B,C",internal,
2026-04-18 11:20:00,2026-04-18 12:35:00,exercise,Resistance exercise device session,A,internal,
2026-04-18 12:52:00,2026-04-18 13:22:00,comm,Family conference,"A,B,D",internal,
2026-04-18 13:38:00,2026-04-18 14:53:00,exercise,Resistance exercise device session,"A,C,D",internal,
2026-04-18 15:04:00,2026-04-18 15:52:00,logistics,Cargo stowage,"A,C",internal,
2026-04-18 16:07:00,2026-04-18 17:10:00,research,Fluid physics experiment,B,internal,
2026-04-19 08:15:00,2026-04-19 08:59:00,research,Combustion experiment setup,B,internal,
2026-04-19 09:06:00,2026-04-19 09:36:00,comm,Family conference,"A,B",internal,
2026-04-19 09:43:00,2026-04-19 10:58:00,exercise,Resistance exercise device session,C,internal,
2026-04-19 11:14:00,2026-04-19 11:44:00,comm,Morning DPC,C,internal,
2026-04-19 11:50:00,2026-04-19 13:20:00,repair,Water recovery system repair,"A,C,D",internal,
2026-04-19 13:31:00,2026-04-19 14:25:00,personal,Meal prep,B,internal,
2026-04-19 14:36:00,2026-04-19 15:42:00,repair,Water recovery system repair,"A,C,D",internal,
2026-04-19 15:52:00,2026-04-19 16:44:00,logistics,Trash consolidation,"A,D",internal,
2026-04-20 08:15:00,2026-04-20 09:30:00,exercise,Resistance exercise device session,"B,C",internal,
2026-04-20 09:48:00,2026-04-20 10:31:00,personal,Earth observation,C,internal,
2026-04-20 10:48:00,2026-04-20 11:18:00,comm,Morning DPC,"A,D",internal,
2026-04-20 11:37:00,2026-04-20 12:25:00,personal,Earth observation,B,internal,
2026-04-20 12:30:00,2026-04-20 13:00:00,logistics,Inventory audit,B,internal,
2026-04-20 13:14:00,2026-04-20 13:44:00,comm,Morning DPC,"A,B",internal,
2026-04-21 08:15:00,2026-04-21 08:45:00,comm,Family conference,"A,D",internal,
2026-04-21 08:52:00,2026-04-21 10:14:00,personal,Personal time,C,internal,
2026-04-21 10:22:00,2026-04-21 11:38:00,research,Crew health survey,A,internal,
2026-04-21 11:55:00,2026-04-21 12:47:00,sampling,Surface microbial sampling,"A,D",internal,
2026-04-21 13:05:00,2026-04-21 14:20:00,exercise,Resistance exercise device session,C,internal,
2026-04-21 14:37:00,2026-04-21 15:09:00,research,Fluid physics experiment,"A,B,D",internal,
2026-04-21 15:24:00,2026-04-21 15:54:00,comm,Morning DPC,"C,D",internal,
2026-04-22 08:15:00,2026-04-22 09:30:00,exercise,Treadmill session,"B,D",internal,
2026-04-22 09:39:00,2026-04-22 10:50:00,research,Crew health survey,"A,B,C",internal,
2026-04-22 11:01:00,2026-04-22 12:20:00,repair,Hatch seal inspection,"A,D",internal,
2026-04-22 12:38:00,2026-04-22 13:35:00,research,Crew health survey,"B,D",internal,
2026-04-22 13:51:00,2026-04-22 14:21:00,comm,Family conference,"B,D",internal,
2026-04-22 14:26:00,2026-04-22 15:35:00,logistics,Trash consolidation,"A,D",internal,
2026-04-22 15:44:00,2026-04-22 16:14:00,comm,Morning DPC,A,internal,
2026-04-22 16:30:00,2026-04-22 17:47:00,sampling,Acoustic level measurement,B,internal,
2026-04-22 17:53:00,2026-04-22 19:08:00,exercise,Treadmill session,"A,B",internal,
2026-04-23 08:15:00,2026-04-23 08:45:00,comm,Evening DPC,"A,B",internal,
2026-04-23 08:50:00,2026-04-23 10:05:00,exercise,Resistance exercise device session,"B,C",internal,
2026-04-23 10:11:00,2026-04-23 10:58:00,personal,Personal time,D,internal,
2026-04-23 11:04:00,2026-04-23 11:38:00,research,Plant growth experiment,"A,C",internal,
2026-04-23 11:55:00,2026-04-23 12:43:00,personal,Rest period,B,internal,
2026-04-23 13:00:00,2026-04-23 13:30:00,comm,Morning DPC,"C,D",internal,
2026-04-24 08:15:00,2026-04-24 09:07:00,research,Plant growth experiment,C,internal,
2026-04-24 09:21:00,2026-04-24 09:51:00,comm,Ground science conference,"A,C",internal,
2026-04-24 10:04:00,2026-04-24 10:48:00,personal,Rest period,C,internal,
2026-04-24 10:57:00,2026-04-24 12:12:00,exercise,Resistance exercise device session,D,internal,
2026-04-24 12:21:00,2026-04-24 13:36:00,exercise,Cycle ergometer session,"B,C",internal,
2026-04-24 13:48:00,2026-04-24 14:45:00,repair,Air filter replacement,"A,B,C",internal,
2026-04-24 14:59:00,2026-04-24 15:29:00,comm,Evening DPC,"A,B,D",internal,
2026-04-24 15:38:00,2026-04-24 16:35:00,repair,Water recovery system repair,"A,B,D",internal,
2026-04-24 16:44:00,2026-04-24 17:48:00,personal,Earth observation,B,internal,
2026-04-25 08:15:00,2026-04-25 09:30:00,exercise,Cycle ergometer session,A,internal,
2026-04-25 09:39:00,2026-04-25 10:20:00,logistics,Trash consolidation,"A,C,D",internal,
2026-04-25 10:25:00,2026-04-25 10:55:00,comm,Morning DPC,C,internal,
2026-04-25 11:07:00,2026-04-25 11:37:00,comm,Ground science conference,D,internal,
2026-04-25 11:57:00,2026-04-25 12:38:00,sampling,Water quality sampling,"A,D",internal,
2026-04-26 08:15:00,2026-04-26 08:45:00,comm,Family conference,"B,C,D",internal,
2026-04-26 09:04:00,2026-04-26 09:34:00,comm,Family conference,"A,D",internal,
2026-04-26 09:46:00,2026-04-26 11:01:00,exercise,Cycle ergometer session,"A,C",internal,
2026-04-26 11:16:00,2026-04-26 15:13:00,EVA,External camera maintenance,B,external,
2026-04-26 15:32:00,2026-04-26 16:49:00,logistics,Trash consolidation,"A,C,D",internal,
2026-04-26 16:55:00,2026-04-26 17:43:00,sampling,Air quality sampling,"B,C",internal,
2026-04-26 18:02:00,2026-04-26 19:17:00,exercise,Cycle ergometer session,"C,D",internal,
2026-04-27 08:15:00,2026-04-27 08:45:00,comm,Ground science conference,"A,B,D",internal,
2026-04-27 09:04:00,2026-04-27 09:54:00,repair,Exercise device maintenance,A,internal,
2026-04-27 10:04:00,2026-04-27 11:19:00,exercise,Resistance exercise device session,"A,C",internal,
2026-04-27 11:38:00,2026-04-27 12:32:00,personal,Rest period,D,internal,
2026-04-27 12:42:00,2026-04-27 13:14:00,research,Fluid physics experiment,"A,B",internal,
2026-04-27 13:24:00,2026-04-27 14:05:00,repair,Hatch seal inspection,"B,C",internal,
2026-04-27 14:11:00,2026-04-27 14:59:00,logistics,Trash consolidation,B,internal,
2026-04-27 15:09:00,2026-04-27 15:39:00,comm,Family conference,"A,B,C",internal,
2026-04-28 08:15:00,2026-04-28 09:30:00,exercise,Resistance exercise device session,"A,D",internal,
2026-04-28 09:49:00,2026-04-28 10:57:00,personal,Earth observation,B,internal,
2026-04-28 11:02:00,2026-04-28 11:32:00,comm,Evening DPC,B,internal,
2026-04-28 11:43:00,2026-04-28 12:16:00,logistics,Cargo stowage,B,internal,
2026-04-28 12:32:00,2026-04-28 13:02:00,comm,Morning DPC,"A,D",internal,
2026-04-29 08:15:00,2026-04-29 09:34:00,personal,Earth observation,C,internal,
2026-04-29 09:48:00,2026-04-29 11:15:00,personal,Rest period,A,internal,
2026-04-29 11:32:00,2026-04-29 12:47:00,exercise,Cycle ergometer session,"A,D",internal,
2026-04-29 12:54:00,2026-04-29 13:24:00,comm,Evening DPC,"C,D",internal,
2026-04-29 13:37:00,2026-04-29 14:51:00,personal,Personal time,A,internal,
2026-04-29 15:02:00,2026-04-29 16:08:00,personal,Earth observation,D,internal,
2026-04-29 16:15:00,2026-04-29 16:45:00,comm,Evening DPC,"B,C,D",internal,
2026-04-30 08:15:00,2026-04-30 08:45:00,comm,Ground science conference,"A,B,D",internal,
2026-04-30 08:56:00,2026-04-30 09:48:00,research,Crew health survey,B,internal,
2026-04-30 09:59:00,2026-04-30 10:29:00,comm,Ground science conference,C,internal,
2026-04-30 10:42:00,2026-04-30 11:44:00,sampling,Acoustic level measurement,A,internal,
2026-04-30 11:59:00,2026-04-30 12:50:00,personal,Meal prep,A,internal,
2026-04-30 13:07:00,2026-04-30 13:49:00,research,Plant growth experiment,"B,D",internal,
2026-04-30 14:04:00,2026-04-30 15:19:00,exercise,Treadmill session,"B,C",internal,
2026-04-30 15:28:00,2026-04-30 16:55:00,logistics,Cargo stowage,"C,D",internal,
